ax,ay,az,gx,gy,gz,label
-0.38,0.01,-0.26,-4,-1,1,idle
1.03,-0.01,-0.05,-4,-2,0,idle
1.02,-0.01,-0.04,-5,-4,3,idle
1.01,-0.01,-0.04,-5,-6,6,idle
1.02,0.01,-0.04,-7,-13,22,idle
0.9700001,-0.02,-0.05,-5,-4,-1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.03,-0.03,-0.06,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.03,-0.02,-0.06,-5,-3,1,idle
1.03,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.03,-0.02,-0.05,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.03,-0.02,-0.05,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.03,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.03,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.03,-0.02,-0.05,-5,-3,1,idle
1.02,-0.03,-0.05,-5,-3,1,idle
1.03,-0.03,-0.07,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.02,-0.03,-0.06,-5,-3,1,idle
1.02,-0.02,-0.05,-5,-3,1,idle
1.03,-0.03,-0.05,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.03,-0.02,-0.05,-5,-3,1,idle
1.02,-0.02,-0.06,-5,-3,1,idle
1.03,-0.02,-0.06,-5,-3,1,idle
1.06,0.01,0.07,-9,-2,3,fall
1.08,-0.09,0.05,-7,16,16,fall
1.02,-0.1,0.04,-14,-12,18,fall
0.98,-0.09,0.06,-4,-12,6,fall
0.99,-0.05,0.09,-5,-12,-5,fall
0.98,-0.11,-0.01,2,-9,-3,fall
0.94,0.03,0.11,-4,-18,-26,fall
1.05,-0.04,0.06,1,-4,3,fall
0.87,-0.07,0.08,-16,9,19,fall
0.81,-0.14,0.27,-28,54,82,fall
0.9599999,0.04,0.15,-29,40,89,fall
0.83,-0.02,-0.02,-53,13,63,fall
0.5,-0.34,0.03,-77,31,117,fall
0.33,-0.75,0.22,-85,29,70,fall
-0.0,-1.07,0.19,-66,-6,63,fall
0.37,-1.21,-0.29,-66,86,111,fall
0.86,-1.44,-0.01,-66,22,51,fall
0.31,-1.28,-0.1,-14,7,-14,fall
0.26,-1.04,-0.1,-6,3,-25,fall
0.34,-1.01,-0.07,15,-4,-14,fall
0.29,-1.09,-0.08,16,-16,-10,fall
0.28,-1.16,0.07,23,-15,-7,fall
0.36,-1.07,0.13,36,-28,-18,fall
0.53,-0.94,-0.02,55,-51,-44,fall
0.41,-0.84,0.01,38,-9,-16,fall
0.46,-0.93,0.22,32,-50,-29,fall
0.47,-0.73,0.17,-2,7,5,fall
0.32,-0.66,0.2,-23,23,23,fall
0.38,-0.81,0.22,-20,18,29,fall
0.42,-0.94,0.19,-20,5,22,fall
0.33,-0.98,0.24,-20,14,8,fall
0.35,-0.95,0.19,-8,6,-1,fall
0.27,-0.92,0.09,-11,11,6,fall
0.31,-0.93,0.1,-9,-1,0,fall
0.3,-0.9599999,0.12,-5,-10,-5,fall
0.35,-0.95,0.14,-7,-6,-6,fall
0.36,-0.9599999,0.14,-3,1,0,fall
0.33,-0.95,0.11,0,-5,-1,fall
0.31,-0.92,0.1,-2,-6,0,fall
0.35,-0.89,0.1,-5,-2,1,fall
0.32,-0.93,0.12,-6,-3,4,fall
0.33,-0.95,0.12,-5,-3,3,fall
0.32,-0.95,0.13,-4,0,3,fall
0.34,-0.95,0.14,-3,-3,3,fall
0.32,-0.94,0.14,-3,-5,3,fall
0.33,-0.92,0.13,-5,-2,2,fall
0.31,-0.93,0.12,-5,0,1,fall
0.32,-0.94,0.13,-6,-4,2,fall
0.3,-0.95,0.13,-6,-3,1,fall
0.32,-0.93,0.11,-5,-2,1,fall
0.9599999,0.07,0.05,-6,-11,3,idle
1.02,0.07,0.09,-5,5,2,idle
0.95,0.07,0.08,-4,6,6,idle
0.98,0.06,0.08,-3,-8,3,idle
1.0,0.04,0.07,-3,-7,0,idle
1.01,0.06,0.07,-5,-8,3,idle
1.0,0.04,0.07,-5,-6,1,idle
1.04,0.05,0.05,-7,-7,3,idle
1.01,0.05,0.06,-6,-4,0,idle
1.02,0.03,0.05,-5,-4,1,idle
0.99,0.05,0.06,-5,-5,3,idle
1.0,0.03,0.04,-5,-5,2,idle
1.02,0.04,0.04,-5,-5,1,idle
1.02,0.04,0.04,-5,-5,1,idle
1.01,0.03,0.03,-6,-4,1,idle
1.01,0.04,0.03,-5,-3,1,idle
1.0,0.04,0.04,-6,-4,2,idle
1.03,0.04,0.03,-5,-3,2,idle
1.01,0.03,0.04,-4,-3,2,idle
1.02,0.04,0.03,-5,-3,1,idle
1.0,0.04,0.03,-5,-4,3,idle
1.02,0.03,0.03,-5,-3,0,idle
1.0,0.03,0.03,-4,-2,4,idle
1.02,0.03,0.03,-5,-3,2,idle
1.02,0.02,0.04,-5,-2,1,idle
1.02,0.02,0.03,-5,-2,1,idle
1.01,0.03,0.02,-5,-4,2,idle
1.02,0.03,0.04,-4,-3,1,idle
1.02,0.04,0.02,-4,-2,1,idle
1.02,0.03,0.03,-5,-3,1,idle
1.03,0.03,0.03,-5,-3,1,idle
1.03,0.04,0.02,-5,-2,1,idle
1.0,0.03,0.03,-5,-4,1,idle
1.01,0.02,0.03,-5,-3,2,idle
1.02,0.04,0.02,-5,-2,1,idle
1.02,0.03,0.04,-5,-3,0,idle
1.01,0.03,0.03,-5,-3,1,idle
1.01,0.03,0.03,-5,-3,1,idle
1.02,0.04,0.03,-4,-3,2,idle
1.01,0.03,0.03,-5,-3,2,idle
1.0,0.03,0.04,-6,-4,3,idle
1.02,0.04,0.04,-5,-4,1,idle
1.03,0.03,0.04,-5,-3,1,idle
1.02,0.03,0.03,-5,-2,1,idle
1.01,0.03,0.02,-7,0,1,idle
1.0,0.03,0.04,-11,0,1,idle
1.03,0.03,0.04,-7,-2,2,idle
1.01,0.02,0.04,-6,-2,0,idle
1.01,0.03,0.04,-7,-3,2,idle
1.02,0.03,0.04,-5,-3,0,idle
1.0,-0.07,0.08,-5,0,7,fast
1.0,-0.09,0.12,-1,4,3,fast
0.9700001,-0.07,0.15,-2,7,2,fast
0.9700001,-0.07,0.23,-10,-4,-2,fast
0.95,-0.04,0.23,-14,-3,-7,fast
0.98,-0.04,0.24,-11,-4,-6,fast
0.91,-0.03,0.25,-16,0,2,fast
1.0,-0.03,0.23,-16,5,9,fast
0.94,-0.05,0.29,-14,-1,0,fast
0.9599999,-0.03,0.28,-9,-2,4,fast
0.9599999,-0.14,0.24,-7,4,7,fast
1.19,-0.08,0.05,-1,-18,-11,fast
0.98,-0.19,0.03,-13,1,-12,fast
1.16,-0.11,-0.08,-6,6,-5,fast
0.95,-0.08,0.07,-19,-2,-9,fast
1.0,-0.05,0.18,-33,13,-11,fast
1.15,0.09,0.16,-27,19,-6,fast
0.83,-0.08,0.16,-24,15,24,fast
1.09,-0.05,0.11,-31,-20,-2,fast
1.3,-0.04,0.33,-6,15,22,fast
1.04,-0.03,-0.12,-5,-35,-15,fast
1.02,-0.17,-0.27,-21,8,5,fast
1.11,-0.11,-0.11,-13,7,-4,fast
0.89,-0.17,-0.11,-19,-9,-1,fast
1.05,-0.08,0.19,-22,1,1,fast
0.66,-0.19,0.17,14,-5,10,fast
1.14,-0.08,0.21,-1,-23,21,fast
1.04,-0.11,0.11,-7,-34,3,fast
0.9599999,-0.03,-0.11,0,-40,-20,fast
1.17,-0.08,-0.17,12,-35,-15,fast
1.16,-0.04,-0.12,25,-2,3,fast
1.01,-0.06,-0.18,10,11,15,fast
1.02,-0.03,0.0,9,4,6,fast
1.05,-0.09,0.08,4,7,7,fast
0.95,-0.08,0.03,6,0,5,fast
0.98,-0.08,0.05,-1,-8,-7,fast
0.94,-0.12,0.05,1,-1,-4,fast
1.01,-0.1,0.04,5,-5,-5,fast
1.04,-0.05,0.07,-5,-6,3,fast
1.02,-0.07,0.04,-13,-6,7,fast
1.05,-0.1,0.01,-6,-5,1,fast
1.03,-0.09,0.03,-5,-2,1,fast
1.01,-0.08,0.02,-8,-4,1,fast
1.01,-0.1,0.01,-7,-5,1,fast
1.03,-0.08,0.02,-7,-4,3,fast
1.02,-0.1,0.0,-7,-5,2,fast
1.03,-0.09,0.0,-7,-3,4,fast
1.01,-0.1,0.01,-5,-6,1,fast
1.0,-0.09,0.01,-7,-4,1,fast
1.01,-0.1,-0.01,-5,-4,1,fast
0.9,-0.04,-0.1,-16,1,-3,slow
1.02,-0.04,0.03,-4,2,6,slow
0.99,-0.07,0.03,-13,16,14,slow
0.98,-0.08,0.07,-9,3,6,slow
0.98,-0.09,0.09,-7,-1,-1,slow
1.03,-0.09,0.08,-7,-3,2,slow
1.0,-0.07,0.12,-6,-7,4,slow
0.94,-0.1,0.15,-11,-6,1,slow
1.02,-0.08,0.09,-5,-11,-1,slow
1.02,-0.11,0.06,-2,-5,4,slow
1.0,-0.08,0.05,-3,-10,2,slow
1.02,-0.11,0.07,-2,-7,6,slow
1.0,-0.1,0.07,-2,-9,2,slow
1.0,-0.09,0.03,-4,-6,6,slow
1.02,-0.11,0.03,-4,-6,4,slow
1.02,-0.1,0.02,-3,-8,4,slow
0.98,-0.13,0.01,-2,-8,5,slow
1.02,-0.11,-0.01,-3,-8,4,slow
1.0,-0.15,-0.01,-5,-2,9,slow
1.0,-0.15,-0.02,-5,-9,1,slow
1.02,-0.15,-0.03,0,-7,2,slow
1.01,-0.16,-0.03,-7,-5,3,slow
0.9700001,-0.16,-0.05,-7,-6,1,slow
1.01,-0.19,-0.05,-9,-4,3,slow
1.03,-0.17,-0.05,-9,-7,0,slow
1.02,-0.17,0.0,-11,1,-4,slow
1.03,-0.15,-0.04,-16,6,-6,slow
1.01,-0.11,-0.01,-17,-2,-13,slow
0.99,-0.11,0.01,-13,0,-8,slow
0.99,-0.1,-0.01,-6,-1,-9,slow
1.03,-0.05,-0.01,-9,0,-5,slow
1.02,-0.08,0.02,-11,-1,-8,slow
1.03,-0.05,0.01,-7,6,-11,slow
1.01,-0.04,0.05,-11,8,-2,slow
1.68,-0.35,-0.31,-17,-7,4,slow
1.09,-0.03,-0.03,-7,4,-2,slow
1.03,-0.01,0.11,-1,-3,5,slow
1.06,0.02,0.04,-8,-5,-1,slow
0.95,-0.0,0.04,2,-10,3,slow
1.09,0.02,0.05,-2,-3,2,slow
0.9700001,-0.04,0.06,-1,-1,20,slow
1.02,-0.05,0.04,0,-8,3,slow
1.01,-0.07,0.05,-6,-3,12,slow
0.93,-0.15,0.18,-2,-2,-4,slow
1.0,-0.08,0.07,-3,-15,4,slow
1.02,-0.09,0.03,-5,-4,9,slow
1.02,-0.08,0.01,3,-10,3,slow
0.99,-0.09,0.0,2,-10,5,slow
1.01,-0.1,-0.04,0,-9,5,slow
1.05,-0.11,-0.05,-5,0,2,slow
0.9700001,0.03,-0.14,-11,-16,-2,idle
1.07,-0.0,-0.0,-12,-1,6,idle
0.95,-0.03,0.09,-13,14,10,idle
0.9700001,-0.03,0.02,-9,-6,8,idle
0.99,-0.03,0.05,-12,-3,7,idle
1.0,-0.05,0.04,-10,-4,3,idle
1.01,-0.05,0.03,-8,-4,3,idle
1.02,-0.04,0.02,-10,-1,5,idle
1.01,-0.05,0.04,-5,-2,-3,idle
1.02,-0.04,0.03,-8,-4,-4,idle
1.0,-0.03,0.03,-8,-4,-2,idle
1.0,-0.05,0.04,-5,-5,-4,idle
1.02,-0.03,0.03,-5,-3,1,idle
1.01,-0.02,0.01,-5,-2,3,idle
1.01,-0.04,0.03,-3,-5,-2,idle
1.02,-0.02,0.03,-2,-6,-1,idle
1.01,-0.02,0.02,-8,0,8,idle
1.02,-0.04,0.04,-6,-5,3,idle
1.05,-0.03,0.03,-6,-7,-2,idle
0.99,-0.03,0.02,-6,-2,3,idle
1.02,-0.03,0.02,-5,-3,1,idle
1.01,-0.05,0.02,-5,-2,1,idle
1.03,-0.04,0.02,-6,0,7,idle
1.02,-0.05,0.02,-6,-1,2,idle
1.0,-0.04,0.01,-5,-2,1,idle
1.01,-0.05,0.03,-3,-5,-1,idle
1.03,-0.05,0.03,-6,-1,3,idle
1.02,-0.05,0.02,-7,0,2,idle
1.0,-0.04,0.02,-5,0,3,idle
1.02,-0.05,0.03,-5,-4,-1,idle
1.04,-0.04,0.03,-5,-2,1,idle
0.98,-0.04,0.03,-6,-1,3,idle
1.01,-0.05,0.04,-5,-4,-1,idle
1.02,-0.04,0.03,-5,-3,0,idle
1.0,-0.05,0.03,-6,0,4,idle
1.02,-0.05,0.03,-4,-4,0,idle
1.0,-0.06,0.05,-5,-4,0,idle
1.01,-0.05,0.05,-4,-3,1,idle
1.0,-0.05,0.03,-5,-2,3,idle
1.01,-0.05,0.04,-3,-6,-3,idle
1.04,-0.04,0.05,-5,-5,1,idle
1.03,-0.05,0.03,-6,-2,3,idle
1.0,-0.05,0.02,-5,-1,5,idle
1.02,-0.05,0.04,-5,-6,-1,idle
1.04,-0.04,0.03,-6,1,3,idle
0.99,-0.05,0.02,-7,-1,3,idle
1.01,-0.05,0.03,-5,-1,4,idle
1.0,-0.06,0.03,-4,-6,0,idle
1.01,-0.06,0.04,-4,-5,1,idle
1.03,-0.05,0.03,-4,-5,2,idle
1.08,-0.02,-0.01,-4,0,7,idle
1.06,-0.03,0.01,-7,12,5,idle
0.9700001,-0.04,0.02,-8,14,12,idle
1.04,-0.04,0.05,-6,1,1,idle
1.02,-0.03,0.05,-4,-1,4,idle
0.99,-0.04,0.04,-4,-4,2,idle
1.01,-0.05,0.04,-3,-9,0,idle
1.03,-0.06,0.04,-3,-5,-2,idle
1.0,-0.04,0.04,-4,-3,2,idle
1.01,-0.04,0.04,-4,-4,0,idle
1.03,-0.04,0.02,-4,-3,1,idle
1.01,-0.04,0.04,-5,0,4,idle
1.01,-0.05,0.03,-5,-3,1,idle
1.0,-0.06,0.03,-5,-4,0,idle
1.02,-0.05,0.02,-5,-4,2,idle
1.01,-0.05,0.03,-2,-4,2,idle
1.01,-0.04,0.04,-4,-3,2,idle
1.01,-0.04,0.03,-3,-4,1,idle
1.01,-0.04,0.02,-5,-2,1,idle
1.02,-0.05,0.02,-7,-4,1,idle
1.01,-0.05,0.02,-4,-1,2,idle
1.01,-0.04,0.03,-5,-4,0,idle
1.01,-0.05,0.03,-5,-2,2,idle
1.01,-0.05,0.03,-4,-3,0,idle
1.03,-0.04,0.03,-6,-2,1,idle
1.01,-0.04,0.02,-4,-1,3,idle
0.98,-0.05,0.04,-4,-5,1,idle
1.05,-0.05,0.05,-2,2,7,idle
1.02,-0.04,0.04,0,9,15,idle
1.0,-0.08,0.06,-6,-3,-2,idle
1.01,-0.07,0.05,-8,-4,-6,idle
1.02,-0.07,0.06,-9,-4,-4,idle
1.01,-0.06,0.06,-6,-4,-2,idle
1.01,-0.05,0.05,-7,-3,1,idle
1.01,-0.06,0.07,-4,-5,1,idle
1.0,-0.05,0.06,-4,-6,-3,idle
1.0,-0.05,0.04,-3,-8,-4,idle
1.02,-0.04,0.05,-5,-4,-3,idle
1.02,-0.04,0.04,-7,-2,1,idle
1.02,-0.04,0.04,-6,-3,1,idle
1.02,-0.03,0.04,-5,-4,1,idle
1.02,-0.03,0.03,-5,-4,0,idle
1.01,-0.03,0.03,-4,-4,2,idle
1.02,-0.04,0.03,-4,-5,0,idle
1.02,-0.03,0.04,-5,-3,1,idle
1.03,-0.04,0.03,-5,-4,0,idle
1.04,-0.02,0.02,-6,-2,1,idle
1.02,-0.03,0.03,-5,-2,3,idle
1.01,-0.04,0.04,-5,-4,1,idle
1.01,-0.04,0.04,-5,-4,1,idle
0.9599999,-0.02,0.03,-3,-6,8,fall
1.39,-0.05,0.23,1,18,22,fall
1.01,-0.06,0.05,-5,-5,16,fall
