ax,ay,az,gx,gy,gz,label
1.02,-0.06,0.07,1,-8,22,fall
0.9700001,-0.09,0.07,-1,-6,22,fall
1.02,-0.16,0.03,1,-9,15,fall
0.99,-0.07,0.09,4,-9,30,fall
0.83,-0.15,0.12,2,8,75,fall
0.85,-0.22,0.08,6,-9,75,fall
0.9,-0.41,0.04,-9,-1,83,fall
0.33,-0.12,0.07,-33,-79,122,fall
0.58,-0.53,-0.13,-38,-4,45,fall
0.53,-0.58,-0.16,-36,-22,44,fall
0.49,-0.74,-0.26,-28,-15,32,fall
0.6,-0.7,-0.27,-23,-1,12,fall
0.53,-1.04,-0.19,-22,-5,12,fall
0.66,-1.23,-0.28,2,4,26,fall
0.49,-1.13,-0.18,12,17,44,fall
0.87,-1.14,-0.36,-6,48,14,fall
0.99,-1.36,-0.18,-10,-27,-4,fall
0.6,-1.07,-0.23,-43,33,35,fall
0.33,-0.88,-0.13,-7,11,33,fall
0.38,-0.9,-0.17,14,10,24,fall
0.34,-0.9,-0.13,-4,29,33,fall
0.36,-0.98,-0.11,-4,10,23,fall
0.36,-0.9599999,-0.09,-15,19,23,fall
0.32,-0.94,-0.13,-5,-7,2,fall
0.22,-0.92,-0.11,-13,5,26,fall
0.24,-1.07,-0.09,1,-5,10,fall
0.14,-1.0,-0.14,-7,-4,2,fall
0.21,-0.9599999,-0.14,-1,-5,1,fall
0.23,-1.01,-0.1,-3,2,2,fall
0.26,-0.98,-0.1,3,6,1,fall
0.15,-1.01,-0.11,1,7,4,fall
0.27,-0.99,-0.1,-1,7,7,fall
0.18,-0.9599999,-0.11,0,-1,8,fall
0.15,-0.9700001,-0.09,-7,-6,11,fall
0.17,-0.95,-0.05,-9,0,5,fall
0.17,-1.02,-0.07,-4,-5,8,fall
0.2,-1.03,-0.05,1,-1,0,fall
0.12,-0.95,-0.12,2,-6,1,fall
0.17,-0.9700001,-0.1,-4,1,0,fall
0.16,-0.99,-0.09,-7,-11,0,fall
0.21,-1.04,-0.06,-10,-4,-4,fall
0.14,-0.99,-0.09,-7,0,6,fall
0.19,-1.0,-0.12,-5,4,1,fall
0.13,-1.02,-0.07,-4,-13,-3,fall
0.13,-0.98,-0.1,-6,-6,-1,fall
0.16,-1.02,-0.09,-2,-4,-4,fall
0.18,-1.01,-0.07,-3,-6,4,fall
1.07,0.03,-0.08,-18,8,-10,fast
1.0,-0.07,-0.01,-16,3,-12,fast
1.12,0.05,0.03,-19,9,10,fast
1.02,-0.03,0.02,-30,1,2,fast
1.02,-0.04,0.04,-26,-5,3,fast
1.07,0.0,-0.02,-33,-1,7,fast
1.04,-0.04,-0.04,-20,-6,9,fast
1.05,-0.12,-0.07,-19,6,14,fast
1.07,-0.15,-0.17,-15,4,8,fast
0.98,-0.25,-0.19,-12,4,-7,fast
0.98,-0.19,-0.13,-21,-5,-9,fast
0.9700001,-0.23,-0.07,-27,10,-10,fast
1.04,-0.16,-0.11,-28,8,-11,fast
1.05,-0.08,-0.0,-32,22,-2,fast
1.05,-0.11,-0.01,-38,22,2,fast
0.9599999,-0.08,0.02,-50,-2,-31,fast
0.95,-0.01,-0.03,-41,-6,-18,fast
1.03,-0.04,-0.02,-25,-3,-12,fast
1.03,-0.07,0.05,-23,-7,-7,fast
1.03,-0.03,0.04,-13,-2,10,fast
1.01,-0.08,-0.02,-12,-14,-12,fast
1.03,-0.08,0.08,2,-22,-3,fast
1.14,-0.03,0.03,-1,-5,29,fast
1.13,-0.02,-0.03,10,2,26,fast
1.02,0.09,-0.17,4,-19,-29,fast
1.18,0.09,-0.29,8,7,0,fast
0.89,0.01,-0.29,-7,1,10,fast
1.06,0.06,-0.21,-2,-3,23,fast
1.13,0.0,-0.31,-7,-6,7,fast
1.06,-0.01,-0.44,3,-2,0,fast
0.94,-0.11,-0.34,9,-8,-5,fast
1.17,-0.09,-0.29,11,-3,9,fast
1.1,-0.01,-0.2,15,2,1,fast
1.02,0.09,-0.23,15,7,-6,fast
0.98,0.07,-0.12,1,19,2,fast
1.06,0.04,-0.08,-16,21,19,fast
0.9700001,-0.08,0.07,-9,-11,5,fast
0.95,-0.13,0.21,-7,-16,-6,fast
1.04,-0.08,0.06,10,-10,-7,fast
0.9599999,-0.1,0.07,14,-8,12,fast
1.02,-0.09,-0.01,10,4,32,fast
0.98,-0.06,0.01,22,-7,24,fast
0.95,-0.16,-0.06,22,-11,10,fast
1.08,-0.21,-0.09,21,-13,-3,fast
1.04,-0.16,-0.07,10,-21,-9,fast
0.98,-0.25,-0.08,7,-9,11,fast
0.9700001,-0.29,-0.11,21,-5,11,fast
1.05,-0.16,-0.16,17,-15,-9,fast
0.94,-0.22,-0.1,-2,1,10,fast
0.9599999,-0.21,-0.1,-5,7,0,fast
1.08,-0.03,0.01,-1,-7,-11,slow
0.98,-0.21,-0.02,-10,7,20,slow
1.01,-0.11,0.01,-9,2,13,slow
1.04,-0.12,-0.01,-12,-5,13,slow
1.0,-0.16,-0.01,-11,0,13,slow
0.9599999,-0.16,-0.05,-12,-1,5,slow
1.02,-0.15,-0.04,-7,-6,2,slow
1.02,-0.15,-0.02,-6,-6,-2,slow
1.01,-0.15,0.0,-8,-4,5,slow
0.9700001,-0.16,-0.02,-6,-4,-1,slow
1.03,-0.15,0.01,-7,0,4,slow
0.9700001,-0.17,-0.0,-6,-1,4,slow
0.98,-0.19,0.01,-5,-6,0,slow
0.98,-0.16,-0.03,-5,-7,1,slow
1.0,-0.16,-0.03,-5,-8,2,slow
1.0,-0.16,-0.04,-1,-11,-1,slow
1.17,-1.08,-0.79,67,-19,-15,slow
1.06,-0.14,-0.06,-6,-5,5,slow
1.03,-0.16,-0.04,-8,-8,4,slow
1.04,-0.17,-0.04,-9,-3,10,slow
0.99,-0.16,-0.09,-8,-4,4,slow
0.99,-0.2,-0.08,-4,-5,2,slow
1.01,-0.19,-0.09,-2,-9,-3,slow
0.99,-0.18,-0.1,4,-10,-3,slow
1.02,-0.17,-0.09,0,-7,1,slow
1.01,-0.17,-0.12,-2,-9,-1,slow
1.02,-0.16,-0.1,1,-8,-1,slow
1.0,-0.16,-0.08,-2,-5,-2,slow
1.03,-0.17,-0.11,-4,-4,2,slow
1.0,-0.19,-0.11,-2,-1,-1,slow
1.03,-0.18,-0.13,-6,2,0,slow
1.02,-0.19,-0.11,-6,1,-4,slow
0.99,-0.18,-0.09,-9,0,-7,slow
1.0,-0.17,-0.08,-7,1,-5,slow
1.02,-0.15,-0.09,-10,3,-1,slow
1.0,-0.16,-0.06,-15,7,-1,slow
1.01,-0.15,-0.03,-20,6,-9,slow
1.07,-0.11,-0.07,-22,9,-8,slow
0.98,-0.12,-0.04,-19,4,-5,slow
1.0,-0.08,-0.01,-17,6,-6,slow
1.01,-0.03,0.0,-14,6,-2,slow
1.02,-0.03,0.01,-11,-2,-6,slow
1.0,-0.04,0.05,-9,-6,-6,slow
1.02,-0.06,0.06,-5,1,5,slow
1.01,-0.04,0.05,0,-5,4,slow
1.0,-0.06,0.06,9,-5,5,slow
1.03,-0.07,0.05,15,-8,7,slow
1.0,-0.09,0.02,18,-9,3,slow
1.03,-0.07,-0.02,15,-1,10,slow
1.03,-0.04,-0.04,9,-5,3,slow
0.82,-0.05,0.59,-6,-9,-7,slow
0.8,-0.04,0.55,-5,1,4,slow
0.8,-0.05,0.63,-10,13,1,slow
0.81,-0.05,0.57,-9,2,1,slow
0.76,-0.05,0.56,-11,-2,5,slow
0.8,-0.07,0.57,-9,5,1,slow
0.77,-0.08,0.6,-8,1,-4,slow
0.73,-0.07,0.55,-12,5,-1,slow
0.76,-0.07,0.54,-13,0,-4,slow
0.78,-0.08,0.56,-10,-2,-4,slow
0.76,-0.1,0.57,-6,-5,-3,slow
0.77,-0.08,0.58,-9,0,-2,slow
0.77,-0.07,0.58,-8,-3,-5,slow
0.77,-0.04,0.59,-6,-3,-4,slow
0.75,-0.06,0.59,-6,-1,1,slow
0.75,-0.07,0.57,-4,-1,2,slow
0.77,-0.06,0.59,-6,-6,0,slow
0.75,-0.07,0.59,-5,-4,4,slow
0.77,-0.07,0.59,-2,-2,5,slow
0.75,-0.06,0.57,-2,-4,4,slow
0.75,-0.07,0.56,-4,-7,1,slow
0.78,-0.08,0.56,-1,-6,4,slow
0.76,-0.09,0.57,-5,-4,9,slow
0.78,-0.09,0.57,-4,-4,7,slow
0.8,-0.08,0.56,-3,-8,5,slow
0.79,-0.11,0.59,-2,-7,4,slow
0.81,-0.09,0.59,-3,-2,5,slow
0.78,-0.1,0.57,-9,2,9,slow
0.73,-0.12,0.54,-4,-2,5,slow
0.75,-0.13,0.55,-1,-4,-1,slow
0.78,-0.1,0.55,-1,-2,2,slow
0.76,-0.13,0.55,-5,0,8,slow
0.79,-0.13,0.58,-6,2,0,slow
0.77,-0.14,0.58,-8,1,0,slow
0.73,-0.15,0.56,-6,1,-5,slow
0.73,-0.12,0.54,-6,-2,-7,slow
0.71,-0.1,0.55,-9,-3,-3,slow
0.78,-0.11,0.63,0,-8,-24,slow
0.81,-0.02,0.57,-19,1,-10,slow
0.76,-0.11,0.56,-17,2,-1,slow
0.75,-0.07,0.58,-12,-4,-12,slow
0.8,-0.07,0.6,-14,5,-3,slow
0.73,-0.06,0.56,-3,0,-8,slow
0.76,-0.03,0.61,-5,-1,-5,slow
0.75,-0.04,0.62,-4,-6,-4,slow
0.72,-0.03,0.62,-2,-1,-1,slow
0.73,0.01,0.61,2,-6,0,slow
0.78,-0.04,0.65,-5,3,16,slow
0.74,-0.05,0.61,0,-2,14,slow
0.75,-0.05,0.6,2,-4,6,slow
0.77,-0.03,0.52,-11,-7,-2,fast
0.86,-0.12,0.75,1,15,9,fast
0.82,0.0,0.9,-2,10,-14,fast
0.73,-0.03,0.7,0,-3,1,fast
0.77,-0.11,0.68,6,6,11,fast
0.85,-0.14,0.67,-6,1,4,fast
0.82,-0.04,0.7,6,-6,15,fast
0.81,-0.03,0.72,-6,8,14,fast
0.66,-0.05,0.61,-2,7,4,fast
0.58,-0.06,0.53,-6,19,2,fast
0.53,-0.11,0.51,-7,25,7,fast
0.52,-0.1,0.6,-7,11,4,fast
0.46,-0.05,0.61,-4,-2,-8,fast
0.49,-0.14,0.72,-8,3,-17,fast
0.54,-0.05,0.76,3,0,-24,fast
0.54,0.0,0.78,0,5,-20,fast
0.63,0.1,0.76,-8,0,-16,fast
0.58,0.02,0.72,-26,4,-1,fast
0.53,0.01,0.71,-15,1,-9,fast
0.57,0.0,0.75,-6,10,17,fast
0.54,-0.05,0.78,-3,16,35,fast
0.57,-0.1,0.82,0,8,22,fast
0.51,-0.16,0.84,-3,13,3,fast
0.55,-0.12,0.69,-25,32,0,fast
0.54,-0.1,0.7,-20,6,-8,fast
0.56,-0.13,0.8,-17,6,5,fast
0.45,-0.16,0.82,-26,9,5,fast
0.44,-0.17,0.72,-18,10,-16,fast
0.41,-0.13,0.72,-7,-1,-21,fast
0.48,-0.08,0.78,-14,-2,-12,fast
0.43,-0.07,0.74,-16,-18,-4,fast
0.44,-0.16,0.8,-20,-11,1,fast
0.38,-0.23,0.76,-17,-4,21,fast
0.38,-0.21,0.74,-17,-16,0,fast
0.34,-0.28,0.65,-5,-18,-5,fast
0.58,-0.18,0.76,-9,-17,10,fast
0.59,-0.16,0.72,4,-33,1,fast
0.62,-0.25,0.74,7,-14,23,fast
0.61,-0.22,0.65,-7,-3,8,fast
0.53,-0.28,0.68,-9,-32,9,fast
0.64,-0.28,0.66,-28,-15,-3,fast
0.64,-0.25,0.72,-20,-8,9,fast
0.68,-0.28,0.68,-25,-2,8,fast
-0.34,-0.11,0.69,-37,-82,-1,fast
0.62,-0.32,0.47,14,0,-6,fast
0.26,-0.35,0.61,5,29,13,fast
0.63,-0.3,0.72,-8,7,3,fast
0.58,-0.3,0.67,0,-1,-6,fast
0.54,-0.31,0.69,-4,0,6,fast
0.56,-0.3,0.72,-7,-4,-2,fast
1.13,0.01,0.06,-8,-13,6,idle
0.95,-0.02,0.16,-18,7,0,idle
1.01,0.05,0.08,-13,-6,8,idle
1.0,-0.03,0.08,-7,-5,5,idle
1.0,-0.04,0.06,-10,-2,3,idle
1.01,-0.04,0.1,-7,-9,-2,idle
1.02,-0.02,0.05,-7,-12,-2,idle
1.01,-0.02,0.04,-9,-3,3,idle
1.01,-0.03,0.05,-7,-3,2,idle
1.01,-0.03,0.05,-7,-5,1,idle
1.0,-0.03,0.06,-7,-4,2,idle
1.0,-0.04,0.03,-7,-3,0,idle
1.01,-0.03,0.05,-4,-6,2,idle
1.02,-0.02,0.05,-5,-5,-1,idle
0.99,-0.02,0.04,-6,-2,5,idle
0.98,-0.05,0.04,-5,-4,2,idle
1.03,-0.03,0.04,-5,-6,-2,idle
1.02,-0.04,0.04,-4,-2,1,idle
1.0,-0.02,0.03,-5,-2,1,idle
1.02,-0.02,0.03,-5,-3,1,idle
1.02,-0.03,0.04,-5,-3,0,idle
1.02,-0.02,0.03,-5,-3,1,idle
1.01,-0.03,0.03,-5,-3,1,idle
1.03,-0.03,0.03,-6,-3,2,idle
1.03,-0.03,0.03,-4,-2,1,idle
1.0,-0.04,0.02,-5,-5,1,idle
1.01,-0.03,0.02,-5,-4,0,idle
1.02,-0.03,0.02,-4,-3,1,idle
1.02,-0.03,0.01,-5,-3,1,idle
1.01,-0.03,0.02,-5,-1,1,idle
1.02,-0.03,0.02,-4,-3,0,idle
1.03,-0.03,0.03,-4,-4,1,idle
1.04,-0.02,0.03,-6,-1,3,idle
1.01,-0.03,0.02,-5,-3,2,idle
1.02,-0.03,0.02,-5,-4,3,idle
1.02,-0.04,0.03,-7,-2,3,idle
1.02,-0.04,0.03,-5,-2,3,idle
1.01,-0.04,0.02,-4,-3,0,idle
1.01,-0.04,0.03,-4,-3,1,idle
1.01,-0.04,0.02,-6,-4,3,idle
1.03,-0.05,0.03,-2,-5,-1,idle
1.03,-0.02,0.01,-3,-3,-1,idle
1.02,-0.03,0.02,-4,-2,2,idle
1.03,-0.03,0.01,-4,-4,1,idle
1.01,-0.04,0.02,-3,-4,2,idle
1.01,-0.04,0.02,-3,-2,3,idle
1.01,-0.03,0.02,-5,-3,2,idle
0.99,-0.04,0.01,-6,-5,1,idle
1.03,-0.05,0.01,-4,-5,0,idle
1.02,-0.04,0.02,-3,-4,1,idle
1.04,-0.03,-0.04,-6,-1,7,fall
1.0,-0.05,0.01,0,16,26,fall
0.77,-0.02,0.14,4,26,39,fall
0.76,-0.03,0.1,0,-5,53,fall
0.73,-0.16,0.06,-18,-20,84,fall
0.9,-0.31,-0.04,-22,-22,82,fall
0.78,-0.38,-0.08,-23,-27,89,fall
0.33,-0.61,-0.17,-16,-42,82,fall
0.63,-0.58,-0.07,-20,-7,85,fall
0.44,-0.67,-0.12,-33,-4,64,fall
0.57,-0.9,-0.27,14,4,45,fall
0.41,-0.9700001,-0.11,-42,4,81,fall
0.31,-1.14,-0.27,2,-9,36,fall
0.45,-1.42,-0.03,13,15,11,fall
0.66,-1.04,-0.17,-3,-30,10,fall
0.47,-1.1,-0.17,-14,-11,10,fall
0.37,-0.98,-0.04,-2,4,18,fall
0.32,-0.89,-0.05,6,-2,6,fall
0.27,-0.98,0.31,-157,-65,-56,fall
0.65,-1.14,-0.21,32,2,26,fall
0.37,-0.9599999,-0.1,-2,-9,-12,fall
0.41,-0.91,-0.11,-1,-17,3,fall
0.41,-0.91,-0.17,-15,-12,5,fall
0.38,-0.87,-0.16,-3,-17,-16,fall
0.36,-0.99,-0.16,0,-5,12,fall
0.41,-0.95,-0.19,1,-4,-18,fall
0.45,-0.9,-0.12,-4,-13,-17,fall
0.39,-0.93,-0.15,-11,-9,4,fall
0.46,-0.93,-0.12,-10,-5,2,fall
0.41,-0.9599999,-0.13,-2,-4,9,fall
0.4,-0.9700001,-0.18,-3,-5,5,fall
0.37,-0.93,-0.18,-5,-6,13,fall
0.32,-0.9700001,-0.14,-1,-3,26,fall
0.32,-0.91,-0.17,-5,-3,19,fall
0.26,-0.9700001,-0.16,-11,0,22,fall
0.27,-0.98,-0.19,-5,-6,10,fall
0.27,-0.9700001,-0.18,-11,-1,10,fall
0.24,-0.99,-0.18,-6,-4,12,fall
0.19,-1.0,-0.2,-6,-3,11,fall
0.17,-1.02,-0.19,-4,-3,1,fall
0.22,-1.0,-0.17,-5,-7,9,fall
0.18,-1.01,-0.21,-6,-2,10,fall
0.14,-1.03,-0.19,-4,-3,6,fall
0.19,-0.98,-0.19,-3,-7,3,fall
0.25,-0.9700001,-0.22,-2,-1,4,fall
0.16,-1.04,-0.15,-9,-4,7,fall
0.17,-1.02,-0.19,0,-2,1,fall
0.12,-0.9700001,-0.19,-6,-4,5,fall
0.14,-1.01,-0.2,-3,-6,-6,fall
0.18,-0.98,-0.21,-10,0,11,fall
